clinic_id;code;name;price
24660;12;Альфа-амилаза панкреатическая (P-изофермент амилазы) (Pancreatic ?-Amylase);0
25429;237;Антитела класса IgG к антигенам аскарид (Anti-Ascaris lumbricoides IgG);0
25441;234;Антитела классов IgM, IgG, IgA к антигенам лямблий, суммарно (Аnti-Giardia lamblia IgM, IgG, IgA, Total);0
23787;A.05.11.112;Повторная выдача диска;0
253;A.06.3.22;СКТ тазобедренного сустава;0
341;А04.20.002.002;УЗИ молочных желез и подмышечных лимфоузлов (с допплеровским исследованием );0
55765;A11.12.003.001.003;Непрерывное внутривенное введение лекарственных препаратов (гептрал, ликферр, венофер, тиогамма, тиолепта, L-лизин);0
23744;A.05.4.59;МРТ локтевого сустава;0
342751;A06.08.009;СКТ верхних дыхательных путей и шеи (носоглотки);0
386;B01.008.002;Прием дерматовенеролога повторный;0
231707;A.05.1.011;МРТ головного мозга с внутривенным контрастированием (Омнискан, в/в введ. 0,5ммоль/мл);0
23743;A.05.4.58;МРТ плечевого сустава;0
20432;A11.01.003;Плазмолифтинг (1 пробирка);0
20456;A16.01.017.001;Удаление доброкачественных новообразований кожи (папиллом, кератом, фибром, бородавок) 1 шт до 1 см;0
30362;B01.008.002.001;Прием трихолога повторный;0
23748;A.05.4.62;МРТ тазобедренных суставов (пара);0
342671;A06.30.002.002;Описание и интерпретация МРТ (второе мнение);0
23729;A.05.2.39;МРТ шейного и грудного отделов позвоночника;0
54129;A11.25.002;Введение лекарственных препаратов в наружный слуховой проход;0
23747;A.05.4.62A;МРТ тазобедренного сустава;0
23723;A.05.2.32;МРТ грудного отдела позвоночника;0
342890;B01.004.001.01;Прием врача-гастроэнтеролога (КМН) первичный;0
24033;307УРО;Трихомонада, определение ДНК в соскобе эпителиальных клеток урогенитального тракта (Trichomonas vaginalis, DNA, Scrape of Urogenital Epithelial Cells)*;0
24785;261;Антитела класса IgG к Trichomonas vaginalis (Аnti-Trichomonas vaginalis IgG);0
231708;A.05.1.041;МРТ гипофиза с внутривенным контрастированием (Омнискан, в/в введ. 0,5ммоль/мл);0
54479;A20.30.024.14;Озонотерапия внутривенная (курс 10 процедур);0
23780;A.05.9.103;"Полная диагностика организма: головной мозг, ангиография артерий и вен головного мозга; шейный отдел позвоночника, грудной отдел позвоночника, пояснично-крестцовый отдел позвоночника; органы малого таза, брюшной полости и забрюшинного пространства";0
342891;B01.004.002.01;Прием врача-гастроэнтеролога (КМН) повторный;0
23661;B01.023.001.005;Прием невролога Шнайдер Я.Э. (КМН, ВВК) первичный;0
25559;37;Кальций общий (Ca) (Calcium Total);0
25291;41;Фосфор неорганический (P) (Phosphorus (P));0
24935;102;Паратиреоидный гормон (Паратгормон, паратирин, ПТГ) (Parathyroid Hormone, PTH);0
24941;169;Свободный тестостерон (Free Testosterone);0
24779;59;Фолликулостимулирующий гормон (ФСГ) (Follicle Stimulating Hormone, FSH);0
25448;149;Глобулин, связывающий половые гормоны (ГСПГ) (Sex Hormone-Binding Globulin, SHBG);0
25189;113;Кальций (Ca), суточная моча (Calcium (Ca), 24-Hour urine);0
24664;114;Калий (K), Натрий (Na), суточная моча (Potasium (K), Sodium (Na), 24-Hour urine);0
25930;1318;Магний, суточная моча (суточная экскреция), (Magnesium, 24 h urine excretion);0
25119;115;Фосфор (P), суточная моча (Phosphorus (P), 24-Hour urine);0
25199;111;Мочевина, суточная моча (Urea, 24-Hour urine);0
25592;110;Креатинин, суточная моча (Creatinine, 24-Hour urine);0
25482;112;Мочевая кислота, суточная моча (Uric Аcid, 24-Hour urine);0
23875;1458;Оксалаты, суточная  моча (Оxalates, 24-Hour urine);0
20367;A17.02.001.001;Внутритканевая электростимуляция (ВТЭС);0
27559;А16.20.036.013;Радиоволновая деструкция кондилом, папиллом женских половых органов II категория сложности;0
342747;B01.003.004.005.02;Инфильтрационная анестезия до 2х ампул включительно (артикаин, ультракаин, ропивакаин);0
24513;51103;Гистологическое исследование биопсийного материала;0
342893;B01.015.002.01;Прием врача-кардиолога (КМН) повторный;0
25143;2;Протромбин (протромбиновое время, ПВ), МНО (Международное нормализованное отношение) (Prothrombin, Рrothrombin Time, PT, International Normalized Ratio, INR);0
25180;1;Активированное частичное (парциальное) тромбопластиновое время (АЧТВ (АПТВ), кефалин-каолиновое время) (Activated Partial Thromboplastin Time, APTT);0
25263;194;Тромбиновое время (ТВ) (Thrombin Time, TT);0
24741;3;Фибриноген (Fibrinogen, FG);0
54456;A.05.1.14.1;МРТ головного мозга с оценкой V-VII пар черепно-мозговых нервов (нейроваскулярный конфликт);0
23751;A.05.4.65;МРТ голеностопного сустава;0
342889;B01.047.002.01;Прием терапевта повторный Колобов А.К.;0
24738;175;Лептин (Leptin);0
24114;1508;Кортизол, слюна (Cortisol, Saliva);0
23721;A.05.2.28;МРТ ангиография артерий шеи;0
23702;A.05.1.08;МРТ придаточных пазух носа;0
24745;205;Альдостерон (Aldosterone);0
24959;206;Ренин (Ренин плазмы крови, прямое определение) (Direct Renin, Plasma);0
23757;A.05.4.71;МРТ коленных суставов (пара);0
23736;A.05.2.48;МРТ всего позвоночника (шейный, грудной, поясничный и крестцо-копчиковый отделы);0
342772;A11.01.002.01;Подкожное введение лекарственных препаратов Аллокин-альфа 1 мг;0
259;A.06.4.29;СКТ костей лицевого черепа;0
325;A04.28.002.005;УЗИ мочевого пузыря с определением остаточной мочи;0
25769;1303HEL;1303HEL ??С-уреазный дыхательный тест (??С-УДТ, 13C-Urea Breath test, UBT). Выявление инфекции Helicobacter pylori;0
23761;A.05.5.76;МРТ брюшной полости  (печени, поджелудочной железы, желчного пузыря, селезенки);0
27490;A11.21.014;Операция Бергмана, Винкельмана при водянке яичка (гидроцеле);0
315;A04.30.001.02;УЗИ в II триместре беременности (14-28 недель);0
18990;A16.08.054;Вскрытие кист миндалин;0
25100;104;ПСА свободный (Простатический специфический антиген свободный)*;0
20328;A04.30.001.007.01;Скрининг беременности 3-й триместр ( 30-33 недели ) с доплеровской оценкой показателей кровотока;0
27312;A20.30.024.03;Озонотерапия внутривенная (одна процедура);0
54113;A15.01.001;Наложение повязки при нарушении целостности кожных покровов;0
24009;301МОЧ;Хламидия (Chlamydia trachomatis), определение ДНК в моче (Chlamydia trachomatis, DNA, Urine)*;0
24018;303МОЧ;Уреаплазма (Ureaplasma urealyticum) (биовар Т-960), определение ДНК в моче (Ureaplasma urealyticum (T-960), DNA, Urine)*;0
24015;302МОЧ;Микоплазма (Mycoplasma hominis), определение ДНК в моче (Mycoplasma hominis, DNA, Urine)*;0
